Sun May 26 10:46:40 2024    profile_output

         35856598 function calls (35200488 primitive calls) in 51.988 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      708    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:720(dtypes)
      105    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/scipy/interpolate/_interpolate.py:686(_call_linear_np)
      708    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     3717    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:216(_validate_dtype)
     4248    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:941(<genexpr>)
      186    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/_weakrefset.py:85(add)
     3221    0.001    0.000    0.001    0.000 <string>:2(_parse_args)
      389    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/compat.py:16(py_str)
      918    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:308(_release_save)
      389    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/sklearn.py:1390(_cls_predict_proba)
      177    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:316(_norm_ppf)
     1234    0.001    0.000    0.001    0.000 {method 'write' of '_io.StringIO' objects}
      389    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/linalg/linalg.py:135(_makearray)
      354    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/logging/__init__.py:1517(debug)
      354    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:2817(hasnans)
     1245    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.RLock' objects}
      177    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/functools.py:393(__get__)
     2229    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:1479(<genexpr>)
      354    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:2228(construct_from_string)
      354    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:692(levels)
      354    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2909(_delegate_property_get)
      918    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/scipy/sparse/_base.py:1513(issparse)
      354    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:1835(construct_from_string)
     2832    0.001    0.000    0.001    0.000 {built-in method builtins.divmod}
      177    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:266(_supports_unicode)
     2124    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1180(<genexpr>)
     3855    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/base_events.py:2005(get_debug)
      813    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/validation.py:2164(_is_pandas_df)
      601    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/linalg/linalg.py:153(_realType)
      177    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:938(_concat)
      354    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/astype.py:249(astype_is_view)
      177    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:588(transpose)
     1089    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/selectors.py:275(_key_from_fd)
     1244    0.001    0.000    0.001    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
     1234    0.001    0.000    0.001    0.000 {method 'get' of '_contextvars.ContextVar' objects}
      177    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:125(__eq__)
      354    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/array_algos/replace.py:31(should_use_regex)
      813    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
     1132    0.001    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2586(get_values)
      778    0.000    0.000    0.001    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
     1062    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/contextlib.py:446(__exit__)
     1245    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
     3575    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/shape_base.py:19(_atleast_1d_dispatcher)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:342(construct_from_string)
      105    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/function_base.py:1461(interp)
      785    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      105    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/scipy/interpolate/_interpolate.py:774(_check_bounds)
     3540    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:619(categories)
      374    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/_weakrefset.py:21(__enter__)
     1947    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/groupby.py:966(_selected_obj)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:187(disable_on_exception)
      708    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/common.py:311(is_null_slice)
     1626    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:212(_check_device_cpu)
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:76(from_pystr_to_cstr)
     1167    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/arraysetops.py:630(<genexpr>)
     3221    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/stride_tricks.py:476(_broadcast_arrays_dispatcher)
     1062    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:531(validate_ordered)
      182    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:760(get_lock)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:1147(__del__)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:1164(__new__)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
      779    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/getlimits.py:709(max)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arrays/string_.py:140(construct_from_string)
      212    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/State.py:35(get_game_state)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:1153(_comparable)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:578(__init__)
     2478    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:592(groupings)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2365(shape)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/reshape/tile.py:540(_is_dt_or_td)
     2194    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/stride_tricks.py:345(<genexpr>)
      930    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/dateutil/tz/tz.py:74(utcoffset)
      778    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/linalg/linalg.py:140(isComplexType)
      177    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/rdt/hyper_transformer.py:711(_validate_config_exists)
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:998(_is_list)
     1062    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:902(<genexpr>)
     1309    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2974(_prod_dispatcher)
      930    0.000    0.000    0.000    0.000 {method 'close' of '_io.StringIO' objects}
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/sorting.py:546(ensure_key_mapped)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:152(wrapper_setattr)
     1067    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      743    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/stride_tricks.py:25(_maybe_view_as_subclass)
      177    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:1117(_maybe_memory_map)
      566    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/construction.py:916(<genexpr>)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:1129(__init__)
       35    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/twodim_base.py:234(diag)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sdv/_utils.py:172(_groupby_list)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:156(__init__)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:650(truncate)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:515(get_compression_method)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/util/_validators.py:128(_check_for_invalid_keys)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/_exceptions.py:34(__init__)
     1416    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/grouper.py:661(_ilevel)
      778    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/_internal.py:304(data)
      178    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/urllib/parse.py:119(_coerce_args)
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/linalg/linalg.py:130(get_linalg_error_extobj)
      376    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:582(_calc_max_cols_fitted)
      362    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:1157(__hash__)
      177    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:593(_calc_max_rows_fitted)
      916    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexers/utils.py:38(is_valid_positional_slice)
      743    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:1474(<genexpr>)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:252(_is_utf)
      929    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/traitlets/traitlets.py:2558(_validate_bounds)
       46    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/State.py:55(process_state_change)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:222(__eq__)
     1062    0.000    0.000    0.000    0.000 {built-in method _operator.index}
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/common.py:520(convert_to_list_like)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:364(fileno)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:139(__getattr__)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:105(is_file_like)
        5    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:118(_run_event_pipe_gc)
       10    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/_monitor.py:47(get_instances)
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:221(_is_pandas_df)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:447(__fspath__)
      708    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:112(__format__)
      743    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
     1239    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:1979(nlevels)
      177    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/sklearn.py:1107(_can_use_inplace_predict)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/IPython/core/history.py:833(_writeout_input_cache)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'sqlite3.Connection' objects}
      390    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/getlimits.py:696(min)
     1062    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2139(_codes)
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/linalg/linalg.py:203(_assert_stacked_2d)
      708    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       46    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/State.py:52(encode_cur_state)
      354    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:141(is_re)
       35    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:67(zeros_like)
     1101    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      176    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/_monitor.py:94(report)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/_compiler.py:740(compile)
      389    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:1014(_is_tuple)
      778    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
     1062    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/common.py:213(<genexpr>)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/base.py:159(_freeze)
     1062    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/contextlib.py:440(__init__)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:139(_get_index_label_flat)
      708    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:108(__init__)
     1065    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
     1344    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/multiarray.py:669(result_type)
      708    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:167(colour)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arraylike.py:418(_standardize_out_kwarg)
      374    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/_weakrefset.py:17(__init__)
      931    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:255(closed)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:429(_format_parsed_parts)
     1062    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/function_base.py:5559(_append_dispatcher)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/ops/array_ops.py:594(_bool_arith_check)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/util/_validators.py:49(_check_for_default_values)
       10    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/State.py:95(change_inning)
      601    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
     1062    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:1764(_ravel_dispatcher)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:2331(_ensure_iterable_column_indexer)
      105    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.interp}
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:174(_initialize_chunksize)
      105    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/scipy/interpolate/_polyint.py:96(_finish_y)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/common.py:323(is_empty_slice)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/logging/__init__.py:1790(isEnabledFor)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:745(<lambda>)
      212    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:2008(keys)
       10    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/_weakrefset.py:95(copy)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:90(__init__)
       10    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/Game.py:70(print_game_score)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:626(_is_in_terminal)
      813    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:195(_reshape_dispatcher)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:4306(_validate_can_reindex)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:116(create_mp_lock)
      929    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/hmac.py:139(_current)
       10    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/_weakrefset.py:37(__init__)
       35    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:1565(diagonal)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/multiprocessing/context.py:70(RLock)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:12199(<genexpr>)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:1389(_moveaxis_dispatcher)
      708    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:280(start)
     1062    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/contextlib.py:443(__enter__)
      636    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/multiarray.py:741(dot)
      354    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 {method 'execute' of 'sqlite3.Connection' objects}
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/multiprocessing/synchronize.py:193(__init__)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/linalg/linalg.py:209(_assert_stacked_square)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/rdt/hyper_transformer.py:734(_validate_fitted)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/multiprocessing/synchronize.py:50(__init__)
      813    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/validation.py:665(_check_estimator_name)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/kernelbase.py:324(_flush)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sdv/data_processing/data_processor.py:367(_transform_constraints)
       10    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/_weakrefset.py:120(update)
       10    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/tasks.py:653(sleep)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/rdt/transformers/numerical.py:104(_validate_values_within_bounds)
      708    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:163(colour)
      177    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:204(nlevels)
      778    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/arraysetops.py:133(_unique_dispatcher)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/function_base.py:5365(_insert_dispatcher)
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:947(<genexpr>)
      140    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/type_check.py:302(iscomplexobj)
      177    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/re/_parser.py:969(parse)
      177    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:101(na_rep)
      177    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
      354    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:3218(size)
      179    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
      531    0.000    0.000    0.000    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/multiarray.py:892(bincount)
